feature_set,feature,source_feature_count,threshold_abs_r,component_id,component_size,component_features,pd_iqr,pd_mad,selection_rule,rank
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_8,752.0,0.95,371.0,1.0,tqwt_skewnessValue_dec_8,0.0009039683333347195,0.0003039666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_9,752.0,0.95,372.0,1.0,tqwt_skewnessValue_dec_9,0.01411045333333325,0.007424558333333301,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_10,752.0,0.95,373.0,1.0,tqwt_skewnessValue_dec_10,0.02050317499999995,0.010296239999999901,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_11,752.0,0.95,374.0,1.0,tqwt_skewnessValue_dec_11,0.04239434166666657,0.021462416666666602,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_12,752.0,0.95,375.0,1.0,tqwt_skewnessValue_dec_12,0.0013527533333342356,0.0008798099999999538,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_13,752.0,0.95,376.0,1.0,tqwt_skewnessValue_dec_13,0.00058037833333325,0.0003598666666665964,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_14,752.0,0.95,377.0,1.0,tqwt_skewnessValue_dec_14,0.0104553666666665,0.0048570333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_15,752.0,0.95,378.0,1.0,tqwt_skewnessValue_dec_15,0.009874699999999924,0.005041916666666582,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_16,752.0,0.95,379.0,1.0,tqwt_skewnessValue_dec_16,0.0008237291666666667,0.00031690833333329995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_17,752.0,0.95,380.0,1.0,tqwt_skewnessValue_dec_17,0.0003049099999999,0.0001596224999999994,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_18,752.0,0.95,381.0,1.0,tqwt_skewnessValue_dec_18,0.000903619166666625,0.0003967666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_19,752.0,0.95,382.0,1.0,tqwt_skewnessValue_dec_19,0.00870599833333325,0.00435307166666655,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_20,752.0,0.95,383.0,1.0,tqwt_skewnessValue_dec_20,0.00086248916666655,0.00047694999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_21,752.0,0.95,384.0,1.0,tqwt_skewnessValue_dec_21,0.000338272499999925,0.00015506666666664998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_22,752.0,0.95,385.0,1.0,tqwt_skewnessValue_dec_22,0.00028722416666661664,0.00012206666666659998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_23,752.0,0.95,386.0,1.0,tqwt_skewnessValue_dec_23,0.000467898333333175,0.00030625999999995,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_24,752.0,0.95,387.0,1.0,tqwt_skewnessValue_dec_24,0.00019494083333334764,6.530333333333425e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_25,752.0,0.95,388.0,1.0,tqwt_skewnessValue_dec_25,8.356250000000007e-05,2.9480000000000233e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_26,752.0,0.95,389.0,1.0,tqwt_skewnessValue_dec_26,0.00020407583333329168,7.444166666667118e-05,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_27,752.0,0.95,390.0,1.0,tqwt_skewnessValue_dec_27,0.07142716666666662,0.037858050000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_28,752.0,0.95,391.0,1.0,tqwt_skewnessValue_dec_28,0.20045964166666658,0.09429883333333325,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_29,752.0,0.95,392.0,1.0,tqwt_skewnessValue_dec_29,0.36301858333333326,0.17997050000000003,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_30,752.0,0.95,393.0,1.0,tqwt_skewnessValue_dec_30,0.01917122500000129,0.006654299999999901,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_33,752.0,0.95,394.0,3.0,tqwt_skewnessValue_dec_31;tqwt_skewnessValue_dec_32;tqwt_skewnessValue_dec_33,0.4675192416666667,0.22483683333333326,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_34,752.0,0.95,395.0,2.0,tqwt_skewnessValue_dec_34;tqwt_skewnessValue_dec_35,0.8162050249999999,0.4141816666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_skewnessValue_dec_36,752.0,0.95,396.0,1.0,tqwt_skewnessValue_dec_36,1.8478508333333337,0.9635156666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_1,752.0,0.95,397.0,5.0,tqwt_kurtosisValue_dec_1;tqwt_kurtosisValue_dec_2;tqwt_kurtosisValue_dec_3;tqwt_kurtosisValue_dec_4;tqwt_kurtosisValue_dec_5,525.264975,54.71443333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_6,752.0,0.95,398.0,1.0,tqwt_kurtosisValue_dec_6,30.21540833333333,4.690849999999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_7,752.0,0.95,399.0,1.0,tqwt_kurtosisValue_dec_7,9.268608333333333,2.656366666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_8,752.0,0.95,400.0,1.0,tqwt_kurtosisValue_dec_8,5.041891666666666,1.6620833333333338,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_9,752.0,0.95,401.0,1.0,tqwt_kurtosisValue_dec_9,3.002716666666667,1.2405666666666662,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_10,752.0,0.95,402.0,1.0,tqwt_kurtosisValue_dec_10,2.6922666666666677,1.0811833333333336,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_11,752.0,0.95,403.0,1.0,tqwt_kurtosisValue_dec_11,5.202841666666664,1.7703499999999999,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_12,752.0,0.95,404.0,1.0,tqwt_kurtosisValue_dec_12,3.774466666666667,1.3549833333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_13,752.0,0.95,405.0,1.0,tqwt_kurtosisValue_dec_13,1.1573916666666668,0.5865999999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_14,752.0,0.95,406.0,1.0,tqwt_kurtosisValue_dec_14,0.9085333333333332,0.46596666666666686,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_15,752.0,0.95,407.0,1.0,tqwt_kurtosisValue_dec_15,0.9362291666666667,0.44553333333333267,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_16,752.0,0.95,408.0,1.0,tqwt_kurtosisValue_dec_16,1.0987249999999995,0.5456499999999993,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_17,752.0,0.95,409.0,1.0,tqwt_kurtosisValue_dec_17,0.9529166666666669,0.449683333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_18,752.0,0.95,410.0,1.0,tqwt_kurtosisValue_dec_18,0.8981166666666667,0.43794999999999984,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_19,752.0,0.95,411.0,1.0,tqwt_kurtosisValue_dec_19,0.6734583333333335,0.32640000000000025,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_20,752.0,0.95,412.0,1.0,tqwt_kurtosisValue_dec_20,0.7262416666666671,0.35719999999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_21,752.0,0.95,413.0,1.0,tqwt_kurtosisValue_dec_21,0.7390583333333338,0.3648166666666668,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_22,752.0,0.95,414.0,1.0,tqwt_kurtosisValue_dec_22,0.6368208333333336,0.32894999999999974,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_23,752.0,0.95,415.0,1.0,tqwt_kurtosisValue_dec_23,0.5899083333333335,0.30678333333333296,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_24,752.0,0.95,416.0,1.0,tqwt_kurtosisValue_dec_24,0.5933916666666668,0.26865000000000006,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_25,752.0,0.95,417.0,1.0,tqwt_kurtosisValue_dec_25,0.5577833333333331,0.21635000000000004,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_26,752.0,0.95,418.0,1.0,tqwt_kurtosisValue_dec_26,0.7808750000000002,0.2915333333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_27,752.0,0.95,419.0,1.0,tqwt_kurtosisValue_dec_27,11.538791666666667,1.25115,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_28,752.0,0.95,420.0,1.0,tqwt_kurtosisValue_dec_28,25.176799999999997,4.4739666666666675,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_29,752.0,0.95,421.0,1.0,tqwt_kurtosisValue_dec_29,27.661816666666667,5.850266666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_30,752.0,0.95,422.0,1.0,tqwt_kurtosisValue_dec_30,21.136608333333335,5.246766666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_33,752.0,0.95,423.0,3.0,tqwt_kurtosisValue_dec_31;tqwt_kurtosisValue_dec_32;tqwt_kurtosisValue_dec_33,11.891545833333335,4.135366666666666,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_34,752.0,0.95,424.0,2.0,tqwt_kurtosisValue_dec_34;tqwt_kurtosisValue_dec_35,18.946958333333335,6.781366666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_all_095,tqwt_kurtosisValue_dec_36,752.0,0.95,425.0,1.0,tqwt_kurtosisValue_dec_36,57.89879166666667,28.27341666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_delta_log_energy,50.0,0.9,1.0,2.0,std_delta_delta_log_energy;std_delta_log_energy,0.023581583333333305,0.010839499999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_6th_delta,50.0,0.9,2.0,2.0,std_6th_delta;std_6th_delta_delta,0.020071416666666626,0.008439499999999954,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_8th_delta,50.0,0.9,3.0,2.0,std_8th_delta;std_8th_delta_delta,0.014399833333333376,0.006763999999999947,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_9th_delta,50.0,0.9,4.0,2.0,std_9th_delta;std_9th_delta_delta,0.014523749999999953,0.00679900000000005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_7th_delta,50.0,0.9,5.0,2.0,std_7th_delta;std_7th_delta_delta,0.016093416666666707,0.007184333333333348,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_shannon_dec_13,50.0,0.9,6.0,10.0,tqwt_TKEO_mean_dec_12;tqwt_TKEO_std_dec_12;tqwt_entropy_shannon_dec_12;tqwt_entropy_shannon_dec_13;tqwt_maxValue_dec_12;tqwt_maxValue_dec_13;tqwt_minValue_dec_12;tqwt_minValue_dec_13;tqwt_stdValue_dec_12;tqwt_stdValue_dec_13,193.85515,80.11548333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,mean_MFCC_2nd_coef,50.0,0.9,7.0,1.0,mean_MFCC_2nd_coef,2.1095216666666667,1.0063466666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_shannon_dec_11,50.0,0.9,8.0,3.0,tqwt_TKEO_std_dec_11;tqwt_entropy_shannon_dec_11;tqwt_stdValue_dec_11,26.676233333333336,8.311066666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_10th_delta,50.0,0.9,9.0,2.0,std_10th_delta;std_10th_delta_delta,0.014442916666666705,0.006642000000000052,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_minValue_dec_11,50.0,0.9,10.0,2.0,tqwt_maxValue_dec_11;tqwt_minValue_dec_11,0.06374849999999996,0.0309805,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_36,50.0,0.9,11.0,1.0,tqwt_kurtosisValue_dec_36,57.89879166666667,28.27341666666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_27,50.0,0.9,12.0,1.0,tqwt_kurtosisValue_dec_27,11.538791666666667,1.25115,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_energy_dec_12,50.0,0.9,13.0,1.0,tqwt_energy_dec_12,0.00302510333333335,0.0009646766666666499,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,DFA,50.0,0.9,14.0,1.0,DFA,0.09749416666666666,0.049383333333333335,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_shannon_dec_17,50.0,0.9,15.0,1.0,tqwt_entropy_shannon_dec_17,816.1729124999999,396.19808333333333,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_stdValue_dec_7,50.0,0.9,16.0,1.0,tqwt_stdValue_dec_7,0.006121241666666625,0.0026359116666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_18,50.0,0.9,17.0,1.0,tqwt_kurtosisValue_dec_18,0.8981166666666667,0.43794999999999984,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_35,50.0,0.9,18.0,1.0,tqwt_kurtosisValue_dec_35,18.4228,8.283033333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,apq11Shimmer,50.0,0.9,19.0,1.0,apq11Shimmer,0.03646833333333331,0.01722,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_28,50.0,0.9,20.0,1.0,tqwt_kurtosisValue_dec_28,25.176799999999997,4.4739666666666675,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_26,50.0,0.9,21.0,1.0,tqwt_kurtosisValue_dec_26,0.7808750000000002,0.2915333333333332,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_kurtosisValue_dec_20,50.0,0.9,22.0,1.0,tqwt_kurtosisValue_dec_20,0.7262416666666671,0.35719999999999996,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_log_dec_12,50.0,0.9,23.0,1.0,tqwt_entropy_log_dec_12,45548.75302499998,23501.88756666667,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_log_dec_33,50.0,0.9,24.0,1.0,tqwt_entropy_log_dec_33,1399.1181500000007,666.3642500000001,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_11th_delta,50.0,0.9,25.0,2.0,std_11th_delta;std_11th_delta_delta,0.012786249999999971,0.0060455000000000005,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,mean_delta_log_energy,50.0,0.9,26.0,1.0,mean_delta_log_energy,0.0024923300000000252,0.0012493766666666502,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_shannon_dec_35,50.0,0.9,27.0,1.0,tqwt_entropy_shannon_dec_35,0.7972590416666667,0.06342476666666665,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_log_dec_11,50.0,0.9,28.0,1.0,tqwt_entropy_log_dec_11,47968.56455000004,24163.789383333322,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_energy_dec_15,50.0,0.9,29.0,1.0,tqwt_energy_dec_15,0.0507083333333333,0.022116399999999998,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,tqwt_entropy_log_dec_35,50.0,0.9,30.0,1.0,tqwt_entropy_log_dec_35,1064.7622083333335,315.75626666666676,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_corr_reduced_top50_090,std_12th_delta_delta,50.0,0.9,31.0,1.0,std_12th_delta_delta,0.005269791666666676,0.0025728333333333497,"PD-only correlation components; retain largest PD IQR, tie-break by MAD then feature name",
pd_high_iqr_top50,app_entropy_shannon_10_coef,,,,,,4746728341.333334,2388589335.833334,PD-only top 50 by IQR,1.0
pd_high_iqr_top50,app_entropy_shannon_9_coef,,,,,,2283812683.5833335,1148339028.5,PD-only top 50 by IQR,2.0
pd_high_iqr_top50,app_entropy_shannon_8_coef,,,,,,1096738250.25,551173031.1666667,PD-only top 50 by IQR,3.0
pd_high_iqr_top50,app_entropy_shannon_7_coef,,,,,,560677250.4666667,281453288.76666677,PD-only top 50 by IQR,4.0
pd_high_iqr_top50,app_entropy_shannon_6_coef,,,,,,284866388.95833325,142897306.0833333,PD-only top 50 by IQR,5.0
pd_high_iqr_top50,app_entropy_shannon_5_coef,,,,,,159385200.18333334,79597622.90000004,PD-only top 50 by IQR,6.0
pd_high_iqr_top50,app_entropy_shannon_4_coef,,,,,,97452826.7483333,49313650.66333332,PD-only top 50 by IQR,7.0
pd_high_iqr_top50,app_entropy_shannon_3_coef,,,,,,69637436.25916666,34986962.40000002,PD-only top 50 by IQR,8.0
pd_high_iqr_top50,app_entropy_shannon_2_coef,,,,,,52897237.530833334,26452894.020833336,PD-only top 50 by IQR,9.0
pd_high_iqr_top50,app_entropy_shannon_1_coef,,,,,,44208801.046666674,22313986.753333338,PD-only top 50 by IQR,10.0
pd_high_iqr_top50,app_TKEO_std_10_coef,,,,,,6048710.99825,3056325.767999999,PD-only top 50 by IQR,11.0
pd_high_iqr_top50,app_TKEO_std_9_coef,,,,,,3012137.412,1547918.0108333332,PD-only top 50 by IQR,12.0
pd_high_iqr_top50,app_det_TKEO_mean_10_coef,,,,,,2295317.265916666,1164227.907333333,PD-only top 50 by IQR,13.0
pd_high_iqr_top50,app_TKEO_std_8_coef,,,,,,1507901.09425,757563.7353333335,PD-only top 50 by IQR,14.0
pd_high_iqr_top50,app_det_TKEO_mean_9_coef,,,,,,1152760.5708333333,583549.0993333333,PD-only top 50 by IQR,15.0
pd_high_iqr_top50,app_TKEO_std_7_coef,,,,,,756517.8195000001,387214.00993333355,PD-only top 50 by IQR,16.0
pd_high_iqr_top50,app_det_TKEO_mean_8_coef,,,,,,576866.8047999999,292157.9267,PD-only top 50 by IQR,17.0
pd_high_iqr_top50,app_LT_entropy_shannon_10_coef,,,,,,552949.4212500011,289489.5384999998,PD-only top 50 by IQR,18.0
pd_high_iqr_top50,app_TKEO_std_6_coef,,,,,,372807.61605,189762.0675166666,PD-only top 50 by IQR,19.0
pd_high_iqr_top50,GNE_SNR_SEO,,,,,,301115.1340000001,154169.47416666674,PD-only top 50 by IQR,20.0
pd_high_iqr_top50,app_det_TKEO_mean_7_coef,,,,,,271276.72922499996,138157.45113333335,PD-only top 50 by IQR,21.0
pd_high_iqr_top50,tqwt_entropy_log_dec_1,,,,,,265115.6163333331,119047.09250000003,PD-only top 50 by IQR,22.0
pd_high_iqr_top50,app_LT_entropy_shannon_9_coef,,,,,,259326.54225000017,135757.28683333308,PD-only top 50 by IQR,23.0
pd_high_iqr_top50,tqwt_entropy_log_dec_2,,,,,,255133.7971666667,128771.93166666653,PD-only top 50 by IQR,24.0
pd_high_iqr_top50,tqwt_entropy_log_dec_3,,,,,,236617.3508333331,119698.28816666652,PD-only top 50 by IQR,25.0
pd_high_iqr_top50,tqwt_entropy_log_dec_4,,,,,,227762.08513333334,112201.42540000007,PD-only top 50 by IQR,26.0
pd_high_iqr_top50,tqwt_entropy_log_dec_5,,,,,,186318.79847083334,94471.10168333334,PD-only top 50 by IQR,27.0
pd_high_iqr_top50,app_TKEO_std_5_coef,,,,,,181328.65380833333,89020.37033333334,PD-only top 50 by IQR,28.0
pd_high_iqr_top50,tqwt_entropy_log_dec_6,,,,,,160719.0894500001,81245.87124999997,PD-only top 50 by IQR,29.0
pd_high_iqr_top50,det_entropy_shannon_10_coef,,,,,,159077.20115,36298.8185,PD-only top 50 by IQR,30.0
pd_high_iqr_top50,tqwt_entropy_log_dec_7,,,,,,132368.80520000006,62774.90349999996,PD-only top 50 by IQR,31.0
pd_high_iqr_top50,app_det_TKEO_mean_6_coef,,,,,,127701.09599999996,65137.30666666666,PD-only top 50 by IQR,32.0
pd_high_iqr_top50,app_LT_entropy_shannon_8_coef,,,,,,121095.34698333335,63384.92504999996,PD-only top 50 by IQR,33.0
pd_high_iqr_top50,tqwt_entropy_log_dec_8,,,,,,111616.230775,52999.399600000004,PD-only top 50 by IQR,34.0
pd_high_iqr_top50,tqwt_entropy_log_dec_9,,,,,,92801.47349999996,45410.69496666666,PD-only top 50 by IQR,35.0
pd_high_iqr_top50,app_TKEO_std_4_coef,,,,,,86039.11550833333,39934.69129999999,PD-only top 50 by IQR,36.0
pd_high_iqr_top50,det_entropy_shannon_8_coef,,,,,,73547.555025,10466.153383333334,PD-only top 50 by IQR,37.0
pd_high_iqr_top50,tqwt_entropy_log_dec_10,,,,,,65674.48334999994,33014.8661,PD-only top 50 by IQR,38.0
pd_high_iqr_top50,app_LT_entropy_shannon_7_coef,,,,,,60307.150650000025,31142.48046666672,PD-only top 50 by IQR,39.0
pd_high_iqr_top50,app_det_TKEO_mean_5_coef,,,,,,56209.22420000001,28323.554283333327,PD-only top 50 by IQR,40.0
pd_high_iqr_top50,det_entropy_shannon_5_coef,,,,,,49767.52549166667,1994.2081500000002,PD-only top 50 by IQR,41.0
pd_high_iqr_top50,tqwt_entropy_log_dec_11,,,,,,47968.56455000004,24163.789383333322,PD-only top 50 by IQR,42.0
pd_high_iqr_top50,tqwt_entropy_log_dec_12,,,,,,45548.75302499998,23501.88756666667,PD-only top 50 by IQR,43.0
pd_high_iqr_top50,det_entropy_shannon_4_coef,,,,,,40622.83230833334,1472.4822166666668,PD-only top 50 by IQR,44.0
pd_high_iqr_top50,tqwt_entropy_log_dec_13,,,,,,38945.27526666665,18701.48260000001,PD-only top 50 by IQR,45.0
pd_high_iqr_top50,app_TKEO_std_3_coef,,,,,,38409.136966666665,17942.64355,PD-only top 50 by IQR,46.0
pd_high_iqr_top50,tqwt_entropy_log_dec_14,,,,,,34082.227183333336,16147.900033333339,PD-only top 50 by IQR,47.0
pd_high_iqr_top50,det_entropy_shannon_6_coef,,,,,,32177.318625,2140.1196166666664,PD-only top 50 by IQR,48.0
pd_high_iqr_top50,app_LT_entropy_shannon_6_coef,,,,,,29653.288691666618,15463.30366666663,PD-only top 50 by IQR,49.0
pd_high_iqr_top50,tqwt_entropy_log_dec_15,,,,,,27593.08939166667,13860.871383333328,PD-only top 50 by IQR,50.0
pd_high_iqr_top100,app_entropy_shannon_10_coef,,,,,,4746728341.333334,2388589335.833334,PD-only top 100 by IQR,1.0
pd_high_iqr_top100,app_entropy_shannon_9_coef,,,,,,2283812683.5833335,1148339028.5,PD-only top 100 by IQR,2.0
pd_high_iqr_top100,app_entropy_shannon_8_coef,,,,,,1096738250.25,551173031.1666667,PD-only top 100 by IQR,3.0
pd_high_iqr_top100,app_entropy_shannon_7_coef,,,,,,560677250.4666667,281453288.76666677,PD-only top 100 by IQR,4.0
pd_high_iqr_top100,app_entropy_shannon_6_coef,,,,,,284866388.95833325,142897306.0833333,PD-only top 100 by IQR,5.0
pd_high_iqr_top100,app_entropy_shannon_5_coef,,,,,,159385200.18333334,79597622.90000004,PD-only top 100 by IQR,6.0
